00:38:df:25:e0:c7;-73,00:38:df:25:e0:c4;-73,00:38:df:20:7b:ac;-66,00:38:df:20:7b:ab;-66,00:38:df:20:7b:a8;-64,00:38:df:20:7b:aa;-66,00:38:df:20:7b:a9;-66,00:38:df:20:7b:ad;-66,00:38:df:20:7a:ed;-69,00:38:df:20:7a:eb;-69,00:38:df:20:7a:ea;-69,00:38:df:20:7a:e9;-69,00:38:df:20:7a:e8;-69,00:38:df:20:7a:ec;-69,00:38:df:20:7b:a7;-70,00:38:df:20:7b:a4;-70,00:38:df:20:75:e8;-74,00:38:df:20:75:ea;-74,00:38:df:20:75:e9;-74,00:38:df:20:75:ed;-75,00:38:df:20:75:ec;-75,00:38:df:20:75:eb;-75,00:38:df:20:7a:e7;-71,00:38:df:20:7a:e4;-71,00:38:df:25:e0:c3;-73,00:38:df:25:e0:c5;-73,00:38:df:25:e0:c2;-74,00:38:df:25:e0:c6;-74,00:38:df:20:7a:e6;-71,00:38:df:20:75:e4;-82,,,,,,,,,,,,,,,,,,,
00:38:df:25:e0:c7;-73,00:38:df:25:e0:c4;-73,00:38:df:20:7b:ac;-66,00:38:df:20:7b:ab;-66,00:38:df:20:7b:a8;-64,00:38:df:20:7b:aa;-66,00:38:df:20:7b:a9;-66,00:38:df:20:7b:ad;-66,00:38:df:20:7a:ed;-69,00:38:df:20:7a:eb;-69,00:38:df:20:7a:ea;-69,00:38:df:20:7a:e9;-69,00:38:df:20:7a:e8;-69,00:38:df:20:7a:ec;-69,00:38:df:20:7b:a7;-70,00:38:df:20:7b:a4;-70,00:38:df:20:75:e8;-74,00:38:df:20:75:ea;-74,00:38:df:20:75:e9;-74,00:38:df:20:75:ed;-75,00:38:df:20:75:ec;-75,00:38:df:20:75:eb;-75,00:38:df:20:7a:e7;-71,00:38:df:20:7a:e4;-71,00:38:df:25:e0:c3;-73,00:38:df:25:e0:c5;-73,00:38:df:25:e0:c2;-74,00:38:df:25:e0:c6;-74,00:38:df:20:7a:e6;-71,00:38:df:20:75:e4;-82,,,,,,,,,,,,,,,,,,,
00:38:df:25:e0:c7;-73,00:38:df:25:e0:c4;-73,00:38:df:20:7b:ac;-62,00:38:df:20:7b:ab;-62,00:38:df:20:7b:a8;-64,00:38:df:20:7b:aa;-62,00:38:df:20:7b:a9;-62,00:38:df:20:7b:ad;-62,00:38:df:20:7a:ed;-67,00:38:df:20:7a:eb;-67,00:38:df:20:7a:ea;-67,00:38:df:20:7a:e9;-67,00:38:df:20:7a:e8;-67,00:38:df:20:7a:ec;-67,00:38:df:20:7b:a7;-70,00:38:df:20:7b:a4;-70,00:38:df:20:75:e8;-70,00:38:df:20:75:ea;-70,00:38:df:20:75:e9;-70,00:38:df:20:75:ed;-70,00:38:df:20:75:ec;-70,00:38:df:20:75:eb;-70,00:38:df:20:7a:e7;-71,00:38:df:20:7a:e4;-70,00:38:df:25:e0:c3;-73,00:38:df:25:e0:c5;-73,00:38:df:25:e0:c2;-74,00:38:df:25:e0:c6;-74,00:38:df:20:7a:e6;-71,00:38:df:20:75:e4;-81,00:38:df:20:7a:e3;-70,00:38:df:20:7a:e5;-71,00:38:df:20:75:e7;-81,,,,,,,,,,,,,,,,
00:38:df:25:e0:c7;-73,00:38:df:25:e0:c4;-73,00:38:df:20:7b:ac;-62,00:38:df:20:7b:ab;-62,00:38:df:20:7b:a8;-63,00:38:df:20:7b:aa;-62,00:38:df:20:7b:a9;-62,00:38:df:20:7b:ad;-62,00:38:df:20:7a:ed;-67,00:38:df:20:7a:eb;-67,00:38:df:20:7a:ea;-67,00:38:df:20:7a:e9;-67,00:38:df:20:7a:e8;-67,00:38:df:20:7a:ec;-67,00:38:df:20:7b:a7;-70,00:38:df:20:7b:a4;-70,00:38:df:20:75:e8;-70,00:38:df:20:75:ea;-70,00:38:df:20:75:e9;-70,00:38:df:20:75:ed;-70,00:38:df:20:75:ec;-70,00:38:df:20:75:eb;-70,00:38:df:20:7a:e7;-71,00:38:df:20:7a:e4;-70,00:38:df:20:7a:e6;-71,00:38:df:20:75:e4;-81,00:38:df:20:7a:e3;-70,00:38:df:20:7a:e5;-71,00:38:df:20:75:e7;-81,,,,,,,,,,,,,,,,,,,,
00:38:df:25:e0:c7;-75,00:38:df:25:e0:c4;-75,00:38:df:20:7b:ac;-66,00:38:df:20:7b:ab;-66,00:38:df:20:7b:a8;-66,00:38:df:20:7b:aa;-66,00:38:df:20:7b:a9;-66,00:38:df:20:7b:ad;-66,00:38:df:20:7a:ed;-65,00:38:df:20:7a:eb;-65,00:38:df:20:7a:ea;-65,00:38:df:20:7a:e9;-65,00:38:df:20:7a:e8;-65,00:38:df:20:7a:ec;-65,00:38:df:20:7b:a7;-68,00:38:df:20:7b:a4;-68,00:38:df:20:75:e8;-73,00:38:df:20:75:ea;-71,00:38:df:20:75:e9;-73,00:38:df:20:75:ed;-71,00:38:df:20:75:ec;-73,00:38:df:20:75:eb;-73,00:38:df:20:7a:e7;-68,00:38:df:20:7a:e4;-68,00:38:df:20:7a:e6;-71,00:38:df:20:75:e4;-81,00:38:df:20:7a:e3;-69,00:38:df:20:7a:e5;-68,00:38:df:20:75:e7;-81,00:38:df:20:7b:a6;-68,00:38:df:20:7a:e2;-68,00:38:df:20:7b:a2;-68,00:38:df:20:7b:a3;-68,00:38:df:20:7b:a5;-68,00:38:df:25:e0:c5;-75,00:38:df:25:e0:c2;-76,00:38:df:25:e0:c3;-76,00:38:df:25:e0:c6;-76,,,,,,,,,,,
00:38:df:25:e0:c4;-58,00:38:df:25:e0:c7;-60,00:38:df:25:e0:cb;-65,00:38:df:25:e0:cc;-65,00:38:df:25:e0:cd;-65,00:38:df:25:e0:c8;-65,00:38:df:25:e0:c9;-65,00:38:df:25:e0:ca;-65,00:38:df:20:75:4c;-73,00:38:df:20:75:4d;-73,00:38:df:20:75:48;-72,00:38:df:20:75:4b;-73,00:38:df:20:75:4a;-73,00:38:df:20:75:49;-73,00:38:df:20:7b:a8;-62,00:38:df:20:7b:ad;-63,00:38:df:20:7b:ac;-63,00:38:df:20:7b:ab;-63,00:38:df:20:7b:aa;-63,00:38:df:20:7b:a9;-63,00:38:df:20:7b:a4;-77,00:38:df:20:7b:a7;-77,00:38:df:20:7a:e4;-78,00:38:df:20:7a:ec;-75,00:38:df:20:7a:ed;-75,00:38:df:20:7a:ea;-75,00:38:df:20:7a:eb;-75,00:38:df:20:7a:e8;-75,00:38:df:20:7a:e9;-73,00:38:df:20:7a:e7;-78,00:38:df:25:e0:c3;-53,00:38:df:20:7b:a2;-71,00:38:df:20:7b:a6;-71,00:38:df:20:7b:a5;-71,00:38:df:20:7b:a3;-71,00:38:df:20:7a:e6;-79,00:38:df:20:7a:e3;-80,00:38:df:20:7a:e2;-80,00:38:df:20:75:44;-70,00:38:df:20:75:47;-71,00:38:df:20:75:ec;-78,00:38:df:20:75:e9;-79,00:38:df:20:75:ed;-79,00:38:df:20:75:ea;-79,00:38:df:20:75:e8;-79,,,,
00:38:df:25:e0:c4;-58,00:38:df:25:e0:c7;-60,00:38:df:25:e0:cb;-65,00:38:df:25:e0:cc;-65,00:38:df:25:e0:cd;-65,00:38:df:25:e0:c8;-65,00:38:df:25:e0:c9;-65,00:38:df:25:e0:ca;-65,00:38:df:20:75:4c;-73,00:38:df:20:75:4d;-73,00:38:df:20:75:48;-72,00:38:df:20:75:4b;-73,00:38:df:20:75:4a;-73,00:38:df:20:75:49;-73,00:38:df:20:7b:a8;-62,00:38:df:20:7b:ad;-63,00:38:df:20:7b:ac;-63,00:38:df:20:7b:ab;-63,00:38:df:20:7b:aa;-63,00:38:df:20:7b:a9;-63,00:38:df:20:7b:a4;-77,00:38:df:20:7b:a7;-77,00:38:df:20:7a:e4;-78,00:38:df:20:7a:ec;-75,00:38:df:20:7a:ed;-75,00:38:df:20:7a:ea;-75,00:38:df:20:7a:eb;-75,00:38:df:20:7a:e8;-75,00:38:df:20:7a:e9;-73,00:38:df:20:7a:e7;-78,00:38:df:25:e0:c3;-53,00:38:df:20:7b:a2;-71,00:38:df:20:7b:a6;-71,00:38:df:20:7b:a5;-71,00:38:df:20:7b:a3;-71,00:38:df:20:7a:e6;-79,00:38:df:20:7a:e3;-80,00:38:df:20:7a:e2;-80,00:38:df:20:75:44;-70,00:38:df:20:75:47;-71,00:38:df:20:75:ec;-78,00:38:df:20:75:e9;-79,00:38:df:20:75:ed;-79,00:38:df:20:75:ea;-79,00:38:df:20:75:e8;-79,,,,
00:38:df:25:e0:c4;-58,00:38:df:25:e0:c7;-57,00:38:df:25:e0:cb;-65,00:38:df:25:e0:cc;-65,00:38:df:25:e0:cd;-65,00:38:df:25:e0:c8;-65,00:38:df:25:e0:c9;-65,00:38:df:25:e0:ca;-65,00:38:df:20:75:4c;-73,00:38:df:20:75:4d;-73,00:38:df:20:75:48;-72,00:38:df:20:75:4b;-73,00:38:df:20:75:4a;-73,00:38:df:20:75:49;-73,00:38:df:20:7b:a8;-62,00:38:df:20:7b:ad;-63,00:38:df:20:7b:ac;-63,00:38:df:20:7b:ab;-63,00:38:df:20:7b:aa;-63,00:38:df:20:7b:a9;-63,00:38:df:20:7b:a4;-77,00:38:df:20:7b:a7;-77,00:38:df:20:7a:e4;-78,00:38:df:20:7a:ec;-75,00:38:df:20:7a:ed;-75,00:38:df:20:7a:ea;-75,00:38:df:20:7a:eb;-75,00:38:df:20:7a:e8;-75,00:38:df:20:7a:e9;-73,00:38:df:20:7a:e7;-78,00:38:df:20:7b:a2;-71,00:38:df:20:7b:a6;-71,00:38:df:20:7b:a5;-71,00:38:df:20:7b:a3;-71,00:38:df:20:75:44;-70,00:38:df:20:75:47;-71,00:38:df:20:75:ec;-78,00:38:df:20:75:e9;-79,00:38:df:20:75:ed;-79,00:38:df:20:75:ea;-79,00:38:df:20:75:e8;-79,,,,,,,,
00:38:df:25:e0:c4;-59,00:38:df:25:e0:c7;-61,00:38:df:25:e0:cb;-61,00:38:df:25:e0:cc;-61,00:38:df:25:e0:cd;-61,00:38:df:25:e0:c8;-61,00:38:df:25:e0:c9;-61,00:38:df:25:e0:ca;-61,00:38:df:20:75:4c;-71,00:38:df:20:75:4d;-71,00:38:df:20:75:48;-71,00:38:df:20:75:4b;-71,00:38:df:20:75:4a;-71,00:38:df:20:75:49;-71,00:38:df:20:7b:a8;-60,00:38:df:20:7b:ad;-60,00:38:df:20:7b:ac;-60,00:38:df:20:7b:ab;-60,00:38:df:20:7b:aa;-60,00:38:df:20:7b:a9;-60,00:38:df:20:7b:a4;-73,00:38:df:20:7b:a7;-73,00:38:df:20:7a:e4;-75,00:38:df:20:7a:ec;-67,00:38:df:20:7a:ed;-67,00:38:df:20:7a:ea;-67,00:38:df:20:7a:eb;-67,00:38:df:20:7a:e8;-67,00:38:df:20:7a:e9;-67,00:38:df:20:7a:e7;-75,00:38:df:20:7b:a2;-73,00:38:df:20:7b:a6;-72,00:38:df:20:7b:a5;-73,00:38:df:20:7b:a3;-72,00:38:df:20:75:44;-77,00:38:df:20:75:47;-76,00:38:df:20:75:ec;-78,00:38:df:20:75:e9;-79,00:38:df:20:75:ed;-79,00:38:df:20:75:ea;-79,00:38:df:20:75:e8;-79,00:38:df:20:75:45;-78,00:38:df:20:75:42;-78,,,,,,
00:38:df:25:e0:c4;-59,00:38:df:25:e0:c7;-59,00:38:df:25:e0:cb;-61,00:38:df:25:e0:cc;-61,00:38:df:25:e0:cd;-61,00:38:df:25:e0:c8;-61,00:38:df:25:e0:c9;-61,00:38:df:25:e0:ca;-61,00:38:df:20:75:4c;-71,00:38:df:20:75:4d;-71,00:38:df:20:75:48;-71,00:38:df:20:75:4b;-71,00:38:df:20:75:4a;-71,00:38:df:20:75:49;-71,00:38:df:20:7b:a8;-60,00:38:df:20:7b:ad;-60,00:38:df:20:7b:ac;-60,00:38:df:20:7b:ab;-60,00:38:df:20:7b:aa;-60,00:38:df:20:7b:a9;-60,00:38:df:20:7b:a4;-73,00:38:df:20:7b:a7;-73,00:38:df:20:7a:e4;-75,00:38:df:20:7a:ec;-67,00:38:df:20:7a:ed;-67,00:38:df:20:7a:ea;-67,00:38:df:20:7a:eb;-67,00:38:df:20:7a:e8;-67,00:38:df:20:7a:e9;-67,00:38:df:20:7a:e7;-75,00:38:df:20:7b:a2;-73,00:38:df:20:7b:a6;-72,00:38:df:20:7b:a5;-73,00:38:df:20:7b:a3;-72,00:38:df:20:75:44;-77,00:38:df:20:75:47;-76,00:38:df:20:75:ec;-78,00:38:df:20:75:e9;-79,00:38:df:20:75:ed;-79,00:38:df:20:75:ea;-79,00:38:df:20:75:e8;-79,00:38:df:20:75:45;-78,00:38:df:20:75:42;-78,,,,,,
