00:38:df:25:e0:c7;-65,00:38:df:25:e0:c4;-65,00:38:df:25:e0:cc;-67,00:38:df:25:e0:c8;-68,00:38:df:25:e0:c9;-67,00:38:df:25:e0:ca;-67,00:38:df:25:e0:cd;-67,00:38:df:25:e0:cb;-67,00:38:df:20:7b:ac;-60,00:38:df:20:7b:ab;-60,00:38:df:20:7b:a8;-60,00:38:df:20:7b:aa;-60,00:38:df:20:7b:a9;-60,00:38:df:20:7b:ad;-60,00:38:df:20:7a:ed;-71,00:38:df:20:7a:eb;-71,00:38:df:20:7a:ea;-71,00:38:df:20:7a:e9;-71,00:38:df:20:7a:e8;-71,00:38:df:20:7a:ec;-71,00:38:df:20:7b:a7;-70,00:38:df:20:7b:a4;-70,00:38:df:20:75:e8;-78,00:38:df:20:75:ea;-77,00:38:df:20:75:e9;-77,00:38:df:20:75:ed;-78,00:38:df:20:75:ec;-77,00:38:df:20:75:eb;-77,00:38:df:20:7a:e7;-76,00:38:df:20:7a:e3;-76,00:38:df:20:7a:e5;-76,00:38:df:20:7a:e4;-76,00:38:df:20:7a:e2;-77,00:38:df:20:7b:a5;-79,00:38:df:20:7b:a6;-79,00:38:df:20:7b:a3;-78,00:38:df:20:7b:a2;-79,00:38:df:20:7a:e6;-78,00:38:df:20:75:49;-80,00:38:df:20:75:48;-80,00:38:df:20:75:4a;-80,00:38:df:25:e0:c3;-66,00:38:df:25:e0:c5;-66,00:38:df:25:e0:c2;-66,,,
00:38:df:25:e0:c7;-65,00:38:df:25:e0:c4;-65,00:38:df:25:e0:cc;-67,00:38:df:25:e0:c8;-69,00:38:df:25:e0:c9;-67,00:38:df:25:e0:ca;-67,00:38:df:25:e0:cd;-67,00:38:df:25:e0:cb;-67,00:38:df:20:7b:ac;-60,00:38:df:20:7b:ab;-60,00:38:df:20:7b:a8;-60,00:38:df:20:7b:aa;-60,00:38:df:20:7b:a9;-60,00:38:df:20:7b:ad;-60,00:38:df:20:7a:ed;-71,00:38:df:20:7a:eb;-71,00:38:df:20:7a:ea;-71,00:38:df:20:7a:e9;-71,00:38:df:20:7a:e8;-71,00:38:df:20:7a:ec;-71,00:38:df:20:7b:a7;-70,00:38:df:20:7b:a4;-70,00:38:df:20:75:e8;-78,00:38:df:20:75:ea;-77,00:38:df:20:75:e9;-77,00:38:df:20:75:ed;-78,00:38:df:20:75:ec;-77,00:38:df:20:75:eb;-77,00:38:df:20:7a:e7;-76,00:38:df:20:7a:e3;-76,00:38:df:20:7a:e5;-76,00:38:df:20:7a:e4;-76,00:38:df:20:7a:e2;-77,00:38:df:20:7b:a5;-79,00:38:df:20:7b:a6;-79,00:38:df:20:7b:a3;-78,00:38:df:20:7b:a2;-79,00:38:df:20:7a:e6;-78,00:38:df:20:75:49;-80,00:38:df:20:75:48;-80,00:38:df:20:75:4a;-80,00:38:df:25:e0:c3;-66,00:38:df:25:e0:c5;-66,00:38:df:25:e0:c2;-66,,,
00:38:df:25:e0:c7;-62,00:38:df:25:e0:c4;-63,00:38:df:25:e0:cc;-67,00:38:df:25:e0:c8;-68,00:38:df:25:e0:c9;-67,00:38:df:25:e0:ca;-67,00:38:df:25:e0:cd;-67,00:38:df:25:e0:cb;-67,00:38:df:20:7b:ac;-58,00:38:df:20:7b:ab;-58,00:38:df:20:7b:a8;-58,00:38:df:20:7b:aa;-58,00:38:df:20:7b:a9;-58,00:38:df:20:7b:ad;-58,00:38:df:20:7a:ed;-71,00:38:df:20:7a:eb;-71,00:38:df:20:7a:ea;-71,00:38:df:20:7a:e9;-71,00:38:df:20:7a:e8;-71,00:38:df:20:7a:ec;-71,00:38:df:20:7b:a7;-71,00:38:df:20:7b:a4;-71,00:38:df:20:75:e8;-73,00:38:df:20:75:ea;-73,00:38:df:20:75:e9;-73,00:38:df:20:75:ed;-73,00:38:df:20:75:ec;-73,00:38:df:20:75:eb;-73,00:38:df:20:7a:e7;-74,00:38:df:20:7a:e4;-73,00:38:df:20:7b:a5;-73,00:38:df:20:7b:a6;-73,00:38:df:20:7b:a3;-73,00:38:df:20:7b:a2;-73,00:38:df:20:75:49;-80,00:38:df:20:75:48;-80,00:38:df:20:75:4a;-80,00:38:df:25:e0:c3;-66,00:38:df:25:e0:c5;-66,00:38:df:25:e0:c2;-66,,,,,,,
00:38:df:25:e0:c7;-62,00:38:df:25:e0:c4;-63,00:38:df:25:e0:cc;-69,00:38:df:25:e0:c8;-70,00:38:df:25:e0:c9;-69,00:38:df:25:e0:ca;-69,00:38:df:25:e0:cd;-69,00:38:df:25:e0:cb;-69,00:38:df:20:7b:ac;-58,00:38:df:20:7b:ab;-58,00:38:df:20:7b:a8;-58,00:38:df:20:7b:aa;-58,00:38:df:20:7b:a9;-58,00:38:df:20:7b:ad;-58,00:38:df:20:7a:ed;-70,00:38:df:20:7a:eb;-70,00:38:df:20:7a:ea;-70,00:38:df:20:7a:e9;-70,00:38:df:20:7a:e8;-70,00:38:df:20:7a:ec;-70,00:38:df:20:7b:a7;-71,00:38:df:20:7b:a4;-71,00:38:df:20:75:e8;-70,00:38:df:20:75:ea;-70,00:38:df:20:75:e9;-70,00:38:df:20:75:ed;-70,00:38:df:20:75:ec;-70,00:38:df:20:75:eb;-70,00:38:df:20:7a:e7;-74,00:38:df:20:7a:e4;-73,00:38:df:20:7b:a5;-73,00:38:df:20:7b:a6;-73,00:38:df:20:7b:a3;-73,00:38:df:20:7b:a2;-73,00:38:df:20:75:49;-80,00:38:df:20:75:48;-80,00:38:df:20:75:4a;-80,00:38:df:25:e0:c3;-66,00:38:df:25:e0:c5;-66,00:38:df:25:e0:c2;-66,,,,,,,
00:38:df:25:e0:c7;-63,00:38:df:25:e0:c4;-64,00:38:df:25:e0:cc;-69,00:38:df:25:e0:c8;-73,00:38:df:25:e0:c9;-69,00:38:df:25:e0:ca;-69,00:38:df:25:e0:cd;-69,00:38:df:25:e0:cb;-69,00:38:df:20:7b:ac;-55,00:38:df:20:7b:ab;-55,00:38:df:20:7b:a8;-55,00:38:df:20:7b:aa;-55,00:38:df:20:7b:a9;-55,00:38:df:20:7b:ad;-55,00:38:df:20:7a:ed;-70,00:38:df:20:7a:eb;-70,00:38:df:20:7a:ea;-70,00:38:df:20:7a:e9;-70,00:38:df:20:7a:e8;-70,00:38:df:20:7a:ec;-70,00:38:df:20:7b:a7;-66,00:38:df:20:7b:a4;-66,00:38:df:20:75:e8;-69,00:38:df:20:75:ea;-69,00:38:df:20:75:e9;-69,00:38:df:20:75:ed;-69,00:38:df:20:75:ec;-69,00:38:df:20:75:eb;-69,00:38:df:20:7a:e7;-74,00:38:df:20:7a:e4;-75,00:38:df:20:7b:a5;-66,00:38:df:20:7b:a6;-66,00:38:df:20:7b:a3;-66,00:38:df:20:7b:a2;-66,00:38:df:25:e0:c3;-65,00:38:df:25:e0:c5;-65,00:38:df:25:e0:c2;-66,00:38:df:25:e0:c6;-65,,,,,,,,,
00:38:df:25:e0:c4;-50,00:38:df:25:e0:c7;-51,00:38:df:25:e0:cb;-51,00:38:df:25:e0:cc;-51,00:38:df:25:e0:cd;-51,00:38:df:25:e0:c8;-51,00:38:df:25:e0:c9;-51,00:38:df:25:e0:ca;-51,00:38:df:20:75:4c;-64,00:38:df:20:75:4d;-64,00:38:df:20:75:48;-64,00:38:df:20:75:4b;-64,00:38:df:20:75:4a;-64,00:38:df:20:75:49;-64,00:38:df:20:75:47;-71,00:38:df:20:7b:a8;-69,00:38:df:20:7b:ad;-69,00:38:df:20:7b:ac;-69,00:38:df:20:7b:ab;-69,00:38:df:20:7b:aa;-69,00:38:df:20:7b:a9;-69,00:38:df:20:7b:a7;-81,00:38:df:20:7b:a4;-82,00:38:df:20:7a:e8;-76,00:38:df:20:7a:ed;-77,00:38:df:20:7a:ec;-76,00:38:df:20:7a:ea;-77,00:38:df:20:7a:e9;-77,00:38:df:20:7a:eb;-77,00:38:df:20:7b:a5;-81,00:38:df:20:7a:e3;-77,00:38:df:20:7a:e2;-81,00:38:df:20:7a:e6;-80,00:38:df:20:7a:e5;-77,00:38:df:20:7a:e4;-81,00:38:df:20:7a:e7;-81,00:38:df:20:75:e4;-79,00:38:df:20:75:e7;-80,00:38:df:20:7b:a6;-83,00:38:df:20:7b:a2;-83,00:38:df:20:75:44;-70,00:38:df:20:75:ec;-77,00:38:df:20:75:ed;-77,00:38:df:20:75:e9;-77,00:38:df:20:75:ea;-77,00:38:df:20:75:e8;-77,00:38:df:20:75:eb;-77
00:38:df:25:e0:c4;-50,00:38:df:25:e0:c7;-52,00:38:df:25:e0:cb;-51,00:38:df:25:e0:cc;-51,00:38:df:25:e0:cd;-51,00:38:df:25:e0:c8;-51,00:38:df:25:e0:c9;-51,00:38:df:25:e0:ca;-51,00:38:df:20:75:4c;-64,00:38:df:20:75:4d;-64,00:38:df:20:75:48;-64,00:38:df:20:75:4b;-64,00:38:df:20:75:4a;-64,00:38:df:20:75:49;-64,00:38:df:20:75:47;-71,00:38:df:20:7b:a8;-69,00:38:df:20:7b:ad;-69,00:38:df:20:7b:ac;-69,00:38:df:20:7b:ab;-69,00:38:df:20:7b:aa;-69,00:38:df:20:7b:a9;-69,00:38:df:20:7b:a7;-81,00:38:df:20:7b:a4;-82,00:38:df:20:7a:e8;-76,00:38:df:20:7a:ed;-77,00:38:df:20:7a:ec;-76,00:38:df:20:7a:ea;-77,00:38:df:20:7a:e9;-77,00:38:df:20:7a:eb;-77,00:38:df:20:7b:a5;-81,00:38:df:20:7a:e3;-77,00:38:df:20:7a:e2;-81,00:38:df:20:7a:e6;-80,00:38:df:20:7a:e5;-77,00:38:df:20:7a:e4;-81,00:38:df:20:7a:e7;-81,00:38:df:20:75:e4;-79,00:38:df:20:75:e7;-80,00:38:df:20:7b:a6;-83,00:38:df:20:7b:a2;-83,00:38:df:20:75:44;-70,00:38:df:20:75:ec;-77,00:38:df:20:75:ed;-77,00:38:df:20:75:e9;-77,00:38:df:20:75:ea;-77,00:38:df:20:75:e8;-77,00:38:df:20:75:eb;-77
00:38:df:25:e0:c4;-50,00:38:df:25:e0:c7;-50,00:38:df:25:e0:cb;-51,00:38:df:25:e0:cc;-51,00:38:df:25:e0:cd;-51,00:38:df:25:e0:c8;-51,00:38:df:25:e0:c9;-51,00:38:df:25:e0:ca;-51,00:38:df:20:75:4c;-64,00:38:df:20:75:4d;-64,00:38:df:20:75:48;-64,00:38:df:20:75:4b;-64,00:38:df:20:75:4a;-64,00:38:df:20:75:49;-64,00:38:df:20:75:47;-71,00:38:df:20:7b:a8;-69,00:38:df:20:7b:ad;-69,00:38:df:20:7b:ac;-69,00:38:df:20:7b:ab;-69,00:38:df:20:7b:aa;-69,00:38:df:20:7b:a9;-69,00:38:df:20:7b:a7;-81,00:38:df:20:7b:a4;-82,00:38:df:20:7a:e8;-76,00:38:df:20:7a:ed;-77,00:38:df:20:7a:ec;-76,00:38:df:20:7a:ea;-77,00:38:df:20:7a:e9;-77,00:38:df:20:7a:eb;-77,00:38:df:20:7b:a5;-81,00:38:df:20:7a:e3;-77,00:38:df:20:7a:e2;-81,00:38:df:20:7a:e6;-80,00:38:df:20:7a:e5;-77,00:38:df:20:7a:e4;-81,00:38:df:20:7a:e7;-81,00:38:df:20:75:e4;-79,00:38:df:20:75:e7;-80,00:38:df:20:7b:a6;-83,00:38:df:20:7b:a2;-83,00:38:df:20:75:44;-70,00:38:df:20:75:ec;-77,00:38:df:20:75:ed;-77,00:38:df:20:75:e9;-77,00:38:df:20:75:ea;-77,00:38:df:20:75:e8;-77,00:38:df:20:75:eb;-77
00:38:df:25:e0:c4;-48,00:38:df:25:e0:c7;-48,00:38:df:25:e0:cb;-47,00:38:df:25:e0:cc;-47,00:38:df:25:e0:cd;-47,00:38:df:25:e0:c8;-47,00:38:df:25:e0:c9;-47,00:38:df:25:e0:ca;-47,00:38:df:20:75:4c;-70,00:38:df:20:75:4d;-70,00:38:df:20:75:48;-70,00:38:df:20:75:4b;-70,00:38:df:20:75:4a;-70,00:38:df:20:75:49;-70,00:38:df:20:75:47;-67,00:38:df:20:7b:a8;-74,00:38:df:20:7b:ad;-74,00:38:df:20:7b:ac;-74,00:38:df:20:7b:ab;-74,00:38:df:20:7b:aa;-74,00:38:df:20:7b:a9;-74,00:38:df:20:7a:e8;-77,00:38:df:20:7a:ed;-77,00:38:df:20:7a:ec;-77,00:38:df:20:7a:ea;-69,00:38:df:20:7a:e9;-77,00:38:df:20:7a:eb;-69,00:38:df:20:75:e7;-80,00:38:df:20:75:44;-67,00:38:df:20:75:ec;-77,00:38:df:20:75:ed;-77,00:38:df:20:75:e9;-77,00:38:df:20:75:ea;-77,00:38:df:20:75:e8;-77,00:38:df:20:75:eb;-77,00:38:df:20:75:e3;-82,00:38:df:20:75:e2;-82,00:38:df:20:75:e5;-82,00:38:df:20:7b:a4;-77,00:38:df:20:7b:a3;-77,00:38:df:20:7b:a7;-78,00:38:df:20:7b:a2;-78,00:38:df:20:7b:a6;-78,00:38:df:20:7b:a5;-78,,,
00:38:df:25:e0:c4;-45,00:38:df:25:e0:c7;-46,00:38:df:25:e0:cb;-43,00:38:df:25:e0:cc;-43,00:38:df:25:e0:cd;-43,00:38:df:25:e0:c8;-43,00:38:df:25:e0:c9;-43,00:38:df:25:e0:ca;-43,00:38:df:20:75:4c;-70,00:38:df:20:75:4d;-70,00:38:df:20:75:48;-71,00:38:df:20:75:4b;-70,00:38:df:20:75:4a;-70,00:38:df:20:75:49;-71,00:38:df:20:75:47;-77,00:38:df:20:7b:a8;-70,00:38:df:20:7b:ad;-70,00:38:df:20:7b:ac;-70,00:38:df:20:7b:ab;-70,00:38:df:20:7b:aa;-70,00:38:df:20:7b:a9;-70,00:38:df:20:7a:e8;-77,00:38:df:20:7a:ed;-77,00:38:df:20:7a:ec;-77,00:38:df:20:7a:ea;-69,00:38:df:20:7a:e9;-77,00:38:df:20:7a:eb;-69,00:38:df:20:75:e7;-80,00:38:df:20:75:44;-76,00:38:df:20:75:ec;-72,00:38:df:20:75:ed;-72,00:38:df:20:75:e9;-72,00:38:df:20:75:ea;-72,00:38:df:20:75:e8;-72,00:38:df:20:75:eb;-72,00:38:df:20:75:e3;-81,00:38:df:20:75:e2;-80,00:38:df:20:75:e5;-82,00:38:df:20:7b:a4;-77,00:38:df:20:7b:a3;-77,00:38:df:20:7b:a7;-78,00:38:df:20:7b:a2;-78,00:38:df:20:7b:a6;-78,00:38:df:20:7b:a5;-78,00:38:df:20:75:e4;-81,,
