00:38:df:25:e0:c7;-65,00:38:df:25:e0:c4;-66,00:38:df:25:e0:cc;-58,00:38:df:25:e0:c8;-58,00:38:df:25:e0:c9;-58,00:38:df:25:e0:ca;-58,00:38:df:25:e0:cd;-58,00:38:df:25:e0:cb;-58,00:38:df:20:75:48;-62,00:38:df:20:75:49;-58,00:38:df:20:75:4b;-58,00:38:df:20:75:4a;-58,00:38:df:20:75:4d;-58,00:38:df:20:75:4c;-58,00:38:df:20:75:44;-57,00:38:df:20:75:47;-56,00:38:df:20:7b:ac;-75,00:38:df:20:7b:ab;-75,00:38:df:20:7b:a8;-76,00:38:df:20:7b:aa;-75,00:38:df:20:7b:a7;-78,00:38:df:20:7b:a4;-78,00:38:df:20:7b:a9;-76,00:38:df:20:7b:ad;-75,00:38:df:20:75:42;-57,00:38:df:20:75:46;-57,00:38:df:20:75:45;-57,00:38:df:20:75:43;-57,00:38:df:20:7a:e8;-76,00:38:df:20:7a:eb;-76,00:38:df:20:7a:ea;-76,00:38:df:20:7a:e9;-76,00:38:df:20:7a:ed;-76,00:38:df:20:7a:ec;-76,00:38:df:20:7b:a3;-77,00:38:df:20:7b:a2;-77,00:38:df:20:7b:a6;-80,00:38:df:20:75:eb;-76,00:38:df:20:75:ec;-76,00:38:df:20:75:e8;-76,00:38:df:20:75:e9;-76,00:38:df:20:75:ed;-76,00:38:df:20:75:ea;-76,00:38:df:20:7b:a5;-80,00:38:df:25:e0:c5;-65,00:38:df:25:e0:c3;-66,00:38:df:25:e0:c2;-66,00:38:df:25:e0:c6;-66
00:38:df:25:e0:c7;-65,00:38:df:25:e0:c4;-66,00:38:df:25:e0:cc;-59,00:38:df:25:e0:c8;-59,00:38:df:25:e0:c9;-59,00:38:df:25:e0:ca;-59,00:38:df:25:e0:cd;-59,00:38:df:25:e0:cb;-58,00:38:df:20:75:48;-63,00:38:df:20:75:49;-62,00:38:df:20:75:4b;-62,00:38:df:20:75:4a;-62,00:38:df:20:75:4d;-62,00:38:df:20:75:4c;-62,00:38:df:20:75:44;-59,00:38:df:20:75:47;-59,00:38:df:20:7b:ac;-72,00:38:df:20:7b:ab;-72,00:38:df:20:7b:a8;-72,00:38:df:20:7b:aa;-72,00:38:df:20:7b:a7;-81,00:38:df:20:7b:a4;-82,00:38:df:20:7b:a9;-72,00:38:df:20:7b:ad;-72,00:38:df:20:75:42;-57,00:38:df:20:75:46;-57,00:38:df:20:75:45;-57,00:38:df:20:75:43;-57,00:38:df:20:7a:e8;-76,00:38:df:20:7a:eb;-76,00:38:df:20:7a:ea;-76,00:38:df:20:7a:e9;-76,00:38:df:20:7a:ed;-76,00:38:df:20:7a:ec;-76,00:38:df:20:7b:a6;-80,00:38:df:20:75:eb;-76,00:38:df:20:75:ec;-76,00:38:df:20:75:e8;-76,00:38:df:20:75:e9;-76,00:38:df:20:75:ed;-76,00:38:df:20:75:ea;-76,00:38:df:20:7b:a5;-80,00:38:df:25:e0:c5;-65,00:38:df:25:e0:c3;-66,00:38:df:25:e0:c2;-66,00:38:df:25:e0:c6;-66,,
00:38:df:25:e0:c7;-68,00:38:df:25:e0:c4;-68,00:38:df:25:e0:cc;-56,00:38:df:25:e0:c8;-57,00:38:df:25:e0:c9;-57,00:38:df:25:e0:ca;-56,00:38:df:25:e0:cd;-56,00:38:df:25:e0:cb;-56,00:38:df:20:75:48;-66,00:38:df:20:75:49;-64,00:38:df:20:75:4b;-64,00:38:df:20:75:4a;-64,00:38:df:20:75:4d;-64,00:38:df:20:75:4c;-64,00:38:df:20:75:44;-62,00:38:df:20:75:47;-62,00:38:df:20:7b:ac;-72,00:38:df:20:7b:ab;-72,00:38:df:20:7b:a8;-72,00:38:df:20:7b:aa;-72,00:38:df:20:7b:a7;-79,00:38:df:20:7b:a4;-79,00:38:df:20:7b:a9;-72,00:38:df:20:7b:ad;-72,00:38:df:20:7a:e8;-76,00:38:df:20:7a:eb;-76,00:38:df:20:7a:ea;-76,00:38:df:20:7a:e9;-76,00:38:df:20:7a:ed;-76,00:38:df:20:7a:ec;-76,00:38:df:25:e0:c5;-65,00:38:df:25:e0:c3;-68,00:38:df:25:e0:c2;-68,00:38:df:25:e0:c6;-68,,,,,,,,,,,,,,
00:38:df:25:e0:c7;-59,00:38:df:25:e0:c4;-59,00:38:df:25:e0:cc;-56,00:38:df:25:e0:c8;-56,00:38:df:25:e0:c9;-56,00:38:df:25:e0:ca;-56,00:38:df:25:e0:cd;-56,00:38:df:25:e0:cb;-56,00:38:df:20:75:48;-67,00:38:df:20:75:49;-67,00:38:df:20:75:4b;-67,00:38:df:20:75:4a;-67,00:38:df:20:75:4d;-67,00:38:df:20:75:4c;-67,00:38:df:20:75:44;-61,00:38:df:20:75:47;-61,00:38:df:20:7b:ac;-67,00:38:df:20:7b:ab;-67,00:38:df:20:7b:a8;-67,00:38:df:20:7b:aa;-67,00:38:df:20:7b:a7;-79,00:38:df:20:7b:a4;-79,00:38:df:20:7b:a9;-67,00:38:df:20:7b:ad;-67,00:38:df:20:7a:e8;-76,00:38:df:20:7a:eb;-76,00:38:df:20:7a:ea;-76,00:38:df:20:7a:e9;-76,00:38:df:20:7a:ed;-76,00:38:df:20:7a:ec;-76,00:38:df:25:e0:c5;-65,00:38:df:25:e0:c3;-68,00:38:df:25:e0:c2;-68,00:38:df:25:e0:c6;-68,00:38:df:20:75:43;-60,00:38:df:20:75:45;-61,00:38:df:20:75:42;-61,00:38:df:20:75:46;-61,00:38:df:20:7b:a5;-79,00:38:df:20:7b:a3;-80,00:38:df:20:7b:a2;-80,00:38:df:20:7b:a6;-80,,,,,,
00:38:df:25:e0:c7;-56,00:38:df:25:e0:c4;-56,00:38:df:25:e0:cc;-61,00:38:df:25:e0:c8;-61,00:38:df:25:e0:c9;-61,00:38:df:25:e0:ca;-61,00:38:df:25:e0:cd;-61,00:38:df:25:e0:cb;-61,00:38:df:20:75:48;-68,00:38:df:20:75:49;-67,00:38:df:20:75:4b;-67,00:38:df:20:75:4a;-66,00:38:df:20:75:4d;-66,00:38:df:20:75:4c;-67,00:38:df:20:75:44;-64,00:38:df:20:75:47;-64,00:38:df:20:7b:ac;-67,00:38:df:20:7b:ab;-67,00:38:df:20:7b:a8;-67,00:38:df:20:7b:aa;-67,00:38:df:20:7b:a7;-78,00:38:df:20:7b:a4;-79,00:38:df:20:7b:a9;-67,00:38:df:20:7b:ad;-67,00:38:df:20:7a:e8;-77,00:38:df:20:7a:eb;-77,00:38:df:20:7a:ea;-77,00:38:df:20:7a:e9;-77,00:38:df:20:7a:ed;-77,00:38:df:20:7a:ec;-76,00:38:df:25:e0:c3;-68,00:38:df:25:e0:c2;-68,00:38:df:25:e0:c6;-68,00:38:df:20:75:43;-63,00:38:df:20:75:45;-63,00:38:df:20:75:42;-63,00:38:df:20:75:46;-63,00:38:df:20:7b:a5;-79,00:38:df:20:7b:a3;-79,00:38:df:20:7b:a2;-79,00:38:df:20:7b:a6;-79,,,,,,,
00:38:df:25:e0:c4;-69,00:38:df:25:e0:c7;-66,00:38:df:25:e0:cb;-62,00:38:df:25:e0:cc;-62,00:38:df:25:e0:cd;-62,00:38:df:25:e0:c8;-62,00:38:df:25:e0:c9;-62,00:38:df:25:e0:ca;-62,00:38:df:20:75:4c;-58,00:38:df:20:75:4d;-58,00:38:df:20:75:48;-58,00:38:df:20:75:4b;-58,00:38:df:20:75:4a;-58,00:38:df:20:75:49;-58,00:38:df:20:75:47;-61,00:38:df:20:75:44;-62,00:38:df:20:7b:ac;-72,00:38:df:20:7b:a8;-72,00:38:df:20:7b:a9;-72,00:38:df:20:7b:aa;-72,00:38:df:20:7b:ab;-72,00:38:df:20:7b:ad;-72,00:38:df:25:e0:c6;-69,00:38:df:25:e0:c3;-69,00:38:df:20:75:45;-62,00:38:df:20:75:43;-67,00:38:df:25:e0:c5;-69,00:38:df:20:75:42;-62,00:38:df:25:e0:c2;-69,00:38:df:20:75:46;-63,00:38:df:20:7b:a7;-81,00:38:df:20:7b:a6;-79,00:38:df:20:7b:a5;-79,00:38:df:20:7b:a4;-81,00:38:df:20:7b:a3;-79,00:38:df:20:7a:e9;-77,00:38:df:20:7a:e8;-77,00:38:df:20:7a:ec;-77,00:38:df:20:7a:eb;-77,00:38:df:20:7a:ea;-77,00:38:df:20:7a:ed;-77,00:38:df:20:7b:a2;-83,,,,,,
00:38:df:25:e0:c4;-69,00:38:df:25:e0:c7;-66,00:38:df:25:e0:cb;-62,00:38:df:25:e0:cc;-62,00:38:df:25:e0:cd;-62,00:38:df:25:e0:c8;-62,00:38:df:25:e0:c9;-62,00:38:df:25:e0:ca;-62,00:38:df:20:75:4c;-58,00:38:df:20:75:4d;-58,00:38:df:20:75:48;-58,00:38:df:20:75:4b;-58,00:38:df:20:75:4a;-58,00:38:df:20:75:49;-58,00:38:df:20:75:47;-61,00:38:df:20:75:44;-62,00:38:df:20:7b:ac;-72,00:38:df:20:7b:a8;-72,00:38:df:20:7b:a9;-72,00:38:df:20:7b:aa;-72,00:38:df:20:7b:ab;-72,00:38:df:20:7b:ad;-72,00:38:df:25:e0:c6;-69,00:38:df:25:e0:c3;-69,00:38:df:20:75:45;-62,00:38:df:20:75:43;-67,00:38:df:25:e0:c5;-69,00:38:df:20:75:42;-62,00:38:df:25:e0:c2;-69,00:38:df:20:75:46;-63,00:38:df:20:7b:a7;-81,00:38:df:20:7b:a6;-79,00:38:df:20:7b:a5;-79,00:38:df:20:7b:a4;-81,00:38:df:20:7b:a3;-79,00:38:df:20:7a:e9;-77,00:38:df:20:7a:e8;-77,00:38:df:20:7a:ec;-77,00:38:df:20:7a:eb;-77,00:38:df:20:7a:ea;-77,00:38:df:20:7a:ed;-77,00:38:df:20:7b:a2;-83,,,,,,
00:38:df:25:e0:c4;-65,00:38:df:25:e0:c7;-71,00:38:df:25:e0:cb;-68,00:38:df:25:e0:cc;-68,00:38:df:25:e0:cd;-68,00:38:df:25:e0:c8;-68,00:38:df:25:e0:c9;-68,00:38:df:25:e0:ca;-68,00:38:df:20:75:4c;-66,00:38:df:20:75:4d;-66,00:38:df:20:75:48;-67,00:38:df:20:75:4b;-66,00:38:df:20:75:4a;-66,00:38:df:20:75:49;-67,00:38:df:20:75:47;-57,00:38:df:20:75:44;-58,00:38:df:20:7b:ac;-74,00:38:df:20:7b:a8;-74,00:38:df:20:7b:a9;-72,00:38:df:20:7b:aa;-74,00:38:df:20:7b:ab;-75,00:38:df:20:7b:ad;-72,00:38:df:25:e0:c6;-69,00:38:df:25:e0:c3;-69,00:38:df:20:75:45;-62,00:38:df:25:e0:c5;-69,00:38:df:20:75:42;-62,00:38:df:25:e0:c2;-69,00:38:df:20:75:46;-63,00:38:df:20:7b:a7;-81,00:38:df:20:7b:a4;-81,00:38:df:20:7a:e9;-71,00:38:df:20:7a:e8;-71,00:38:df:20:7a:ec;-71,00:38:df:20:7a:eb;-71,00:38:df:20:7a:ea;-71,00:38:df:20:7a:ed;-71,00:38:df:20:7b:a2;-83,00:38:df:20:75:e8;-79,00:38:df:20:75:ed;-79,00:38:df:20:75:ec;-79,00:38:df:20:75:eb;-79,00:38:df:20:75:ea;-79,00:38:df:20:75:e9;-79,,,,
00:38:df:25:e0:c4;-62,00:38:df:25:e0:c7;-62,00:38:df:25:e0:cb;-66,00:38:df:25:e0:cc;-65,00:38:df:25:e0:cd;-66,00:38:df:25:e0:c8;-65,00:38:df:25:e0:c9;-66,00:38:df:25:e0:ca;-65,00:38:df:20:75:4c;-52,00:38:df:20:75:4d;-52,00:38:df:20:75:48;-51,00:38:df:20:75:4b;-52,00:38:df:20:75:4a;-52,00:38:df:20:75:49;-52,00:38:df:20:75:47;-53,00:38:df:20:75:44;-52,00:38:df:20:7b:ac;-67,00:38:df:20:7b:a8;-67,00:38:df:20:7b:aa;-67,00:38:df:20:7b:ab;-67,00:38:df:20:7b:a9;-67,00:38:df:20:7b:ad;-67,00:38:df:20:7b:a7;-80,00:38:df:20:7b:a4;-81,00:38:df:20:7a:e7;-82,00:38:df:20:7a:e4;-82,,,,,,,,,,,,,,,,,,,,,,
00:38:df:25:e0:c4;-67,00:38:df:25:e0:c7;-67,00:38:df:25:e0:cb;-70,00:38:df:25:e0:cc;-69,00:38:df:25:e0:cd;-72,00:38:df:25:e0:c8;-69,00:38:df:25:e0:c9;-70,00:38:df:25:e0:ca;-70,00:38:df:20:75:4c;-52,00:38:df:20:75:4d;-52,00:38:df:20:75:48;-52,00:38:df:20:75:4b;-52,00:38:df:20:75:4a;-52,00:38:df:20:75:49;-52,00:38:df:20:75:47;-51,00:38:df:20:75:44;-51,00:38:df:20:7b:ac;-67,00:38:df:20:7b:a8;-67,00:38:df:20:7b:aa;-67,00:38:df:20:7b:ab;-67,00:38:df:20:7b:a9;-67,00:38:df:20:7b:ad;-67,00:38:df:20:7b:a7;-80,00:38:df:20:7b:a4;-81,00:38:df:20:7a:e7;-82,00:38:df:20:7a:e4;-82,,,,,,,,,,,,,,,,,,,,,,
00:38:df:25:e0:c4;-70,00:38:df:25:e0:c7;-69,00:38:df:25:e0:cb;-75,00:38:df:25:e0:cc;-75,00:38:df:25:e0:cd;-76,00:38:df:25:e0:c8;-75,00:38:df:25:e0:c9;-75,00:38:df:25:e0:ca;-75,00:38:df:20:75:4c;-59,00:38:df:20:75:4d;-59,00:38:df:20:75:48;-50,00:38:df:20:75:4b;-59,00:38:df:20:75:4a;-59,00:38:df:20:75:49;-59,00:38:df:20:75:47;-55,00:38:df:20:75:44;-55,00:38:df:20:7b:ac;-67,00:38:df:20:7b:a8;-67,00:38:df:20:7b:aa;-67,00:38:df:20:7b:ab;-67,00:38:df:20:7b:a9;-67,00:38:df:20:7b:ad;-67,00:38:df:20:7b:a7;-80,00:38:df:20:7b:a4;-81,00:38:df:20:7a:e7;-82,00:38:df:20:7a:e4;-81,00:38:df:25:e0:c6;-71,00:38:df:25:e0:c2;-71,00:38:df:25:e0:c3;-71,00:38:df:25:e0:c5;-71,,,,,,,,,,,,,,,,,,
