00:38:df:25:e0:c7;-44,00:38:df:25:e0:c4;-44,00:38:df:25:e0:cc;-43,00:38:df:25:e0:c8;-43,00:38:df:25:e0:c9;-43,00:38:df:25:e0:ca;-43,00:38:df:25:e0:cd;-44,00:38:df:25:e0:cb;-44,00:38:df:20:75:44;-79,00:38:df:20:75:47;-79,00:38:df:20:7b:ac;-64,00:38:df:20:7b:ab;-64,00:38:df:20:7b:a8;-64,00:38:df:20:7b:aa;-64,00:38:df:20:7b:a9;-64,00:38:df:20:7b:ad;-64,00:38:df:20:75:43;-76,00:38:df:20:75:45;-76,00:38:df:20:75:42;-76,00:38:df:20:75:46;-76,00:38:df:20:75:48;-77,00:38:df:20:75:4d;-77,00:38:df:20:75:49;-77,00:38:df:20:75:4c;-77,00:38:df:20:75:4b;-77,00:38:df:20:75:4a;-77,00:38:df:20:7a:ed;-76,00:38:df:20:7a:eb;-76,00:38:df:20:7a:ea;-76,00:38:df:20:7a:e9;-76,00:38:df:20:7a:e8;-76,00:38:df:20:7a:ec;-76,00:38:df:20:7b:a5;-75,00:38:df:20:7b:a6;-75,00:38:df:20:7b:a7;-72,00:38:df:20:7b:a2;-75,00:38:df:20:7b:a4;-72,00:38:df:20:7b:a3;-75,00:38:df:25:e0:c6;-44,00:38:df:25:e0:c3;-44,00:38:df:25:e0:c2;-44,00:38:df:25:e0:c5;-45,00:38:df:20:7a:e7;-79,00:38:df:20:7a:e6;-82,00:38:df:20:76:87;-82,00:38:df:20:7a:e4;-79,,,,
00:38:df:25:e0:c7;-44,00:38:df:25:e0:c4;-44,00:38:df:25:e0:cc;-43,00:38:df:25:e0:c8;-43,00:38:df:25:e0:c9;-43,00:38:df:25:e0:ca;-43,00:38:df:25:e0:cd;-44,00:38:df:25:e0:cb;-44,00:38:df:20:75:44;-79,00:38:df:20:75:47;-79,00:38:df:20:7b:ac;-64,00:38:df:20:7b:ab;-64,00:38:df:20:7b:a8;-64,00:38:df:20:7b:aa;-64,00:38:df:20:7b:a9;-64,00:38:df:20:7b:ad;-64,00:38:df:20:75:43;-76,00:38:df:20:75:45;-76,00:38:df:20:75:42;-76,00:38:df:20:75:46;-76,00:38:df:20:75:48;-77,00:38:df:20:75:4d;-77,00:38:df:20:75:49;-77,00:38:df:20:75:4c;-77,00:38:df:20:75:4b;-77,00:38:df:20:75:4a;-77,00:38:df:20:7a:ed;-76,00:38:df:20:7a:eb;-76,00:38:df:20:7a:ea;-76,00:38:df:20:7a:e9;-76,00:38:df:20:7a:e8;-76,00:38:df:20:7a:ec;-76,00:38:df:20:7b:a5;-75,00:38:df:20:7b:a6;-75,00:38:df:20:7b:a7;-72,00:38:df:20:7b:a2;-75,00:38:df:20:7b:a4;-72,00:38:df:20:7b:a3;-75,00:38:df:25:e0:c6;-44,00:38:df:25:e0:c3;-44,00:38:df:25:e0:c2;-44,00:38:df:25:e0:c5;-45,00:38:df:20:7a:e7;-79,00:38:df:20:7a:e6;-82,00:38:df:20:76:87;-82,00:38:df:20:7a:e4;-79,,,,
00:38:df:25:e0:c7;-44,00:38:df:25:e0:c4;-44,00:38:df:25:e0:cc;-43,00:38:df:25:e0:c8;-41,00:38:df:25:e0:c9;-43,00:38:df:25:e0:ca;-43,00:38:df:25:e0:cd;-44,00:38:df:25:e0:cb;-43,00:38:df:20:75:44;-79,00:38:df:20:75:47;-79,00:38:df:20:7b:ac;-62,00:38:df:20:7b:ab;-62,00:38:df:20:7b:a8;-62,00:38:df:20:7b:aa;-62,00:38:df:20:7b:a9;-62,00:38:df:20:7b:ad;-62,00:38:df:20:75:43;-78,00:38:df:20:75:45;-78,00:38:df:20:75:42;-78,00:38:df:20:75:46;-78,00:38:df:20:75:48;-77,00:38:df:20:75:4d;-77,00:38:df:20:75:49;-77,00:38:df:20:75:4c;-77,00:38:df:20:75:4b;-77,00:38:df:20:75:4a;-77,00:38:df:20:7a:ed;-72,00:38:df:20:7a:eb;-71,00:38:df:20:7a:ea;-71,00:38:df:20:7a:e9;-71,00:38:df:20:7a:e8;-71,00:38:df:20:7a:ec;-71,00:38:df:20:7b:a5;-73,00:38:df:20:7b:a6;-73,00:38:df:20:7b:a7;-72,00:38:df:20:7b:a2;-73,00:38:df:20:7b:a4;-72,00:38:df:20:7b:a3;-73,00:38:df:25:e0:c6;-44,00:38:df:25:e0:c3;-44,00:38:df:25:e0:c2;-44,00:38:df:25:e0:c5;-45,00:38:df:20:7a:e7;-78,00:38:df:20:7a:e6;-78,00:38:df:20:76:87;-82,00:38:df:20:7a:e4;-77,00:38:df:20:7a:e2;-77,00:38:df:20:7a:e3;-77,00:38:df:20:7a:e5;-78,
00:38:df:25:e0:c7;-45,00:38:df:25:e0:c4;-45,00:38:df:25:e0:cc;-42,00:38:df:25:e0:c8;-42,00:38:df:25:e0:c9;-42,00:38:df:25:e0:ca;-42,00:38:df:25:e0:cd;-42,00:38:df:25:e0:cb;-42,00:38:df:20:75:44;-79,00:38:df:20:75:47;-78,00:38:df:20:7b:ac;-62,00:38:df:20:7b:ab;-62,00:38:df:20:7b:a8;-62,00:38:df:20:7b:aa;-62,00:38:df:20:7b:a9;-62,00:38:df:20:7b:ad;-62,00:38:df:20:75:43;-78,00:38:df:20:75:45;-78,00:38:df:20:75:42;-78,00:38:df:20:75:46;-78,00:38:df:20:75:48;-77,00:38:df:20:75:4d;-77,00:38:df:20:75:49;-77,00:38:df:20:75:4c;-77,00:38:df:20:75:4b;-77,00:38:df:20:75:4a;-77,00:38:df:20:7a:ed;-72,00:38:df:20:7a:eb;-72,00:38:df:20:7a:ea;-72,00:38:df:20:7a:e9;-72,00:38:df:20:7a:e8;-72,00:38:df:20:7a:ec;-72,00:38:df:20:7b:a5;-73,00:38:df:20:7b:a6;-73,00:38:df:20:7b:a7;-68,00:38:df:20:7b:a2;-73,00:38:df:20:7b:a4;-68,00:38:df:20:7b:a3;-73,00:38:df:25:e0:c6;-44,00:38:df:25:e0:c3;-44,00:38:df:25:e0:c5;-45,00:38:df:20:7a:e7;-77,00:38:df:20:7a:e6;-78,00:38:df:20:76:87;-82,00:38:df:20:7a:e4;-77,00:38:df:20:7a:e2;-77,00:38:df:20:7a:e3;-77,00:38:df:20:7a:e5;-77,,
00:38:df:25:e0:c7;-48,00:38:df:25:e0:c4;-49,00:38:df:25:e0:cc;-46,00:38:df:25:e0:c8;-48,00:38:df:25:e0:c9;-46,00:38:df:25:e0:ca;-46,00:38:df:25:e0:cd;-46,00:38:df:25:e0:cb;-46,00:38:df:20:75:44;-76,00:38:df:20:75:47;-76,00:38:df:20:7b:ac;-68,00:38:df:20:7b:ab;-68,00:38:df:20:7b:a8;-68,00:38:df:20:7b:aa;-68,00:38:df:20:7b:a9;-68,00:38:df:20:7b:ad;-68,00:38:df:20:75:43;-76,00:38:df:20:75:45;-76,00:38:df:20:75:42;-76,00:38:df:20:75:46;-76,00:38:df:20:75:48;-77,00:38:df:20:75:4d;-77,00:38:df:20:75:49;-77,00:38:df:20:75:4c;-77,00:38:df:20:75:4b;-77,00:38:df:20:75:4a;-77,00:38:df:20:7a:ed;-72,00:38:df:20:7a:eb;-72,00:38:df:20:7a:ea;-72,00:38:df:20:7a:e9;-72,00:38:df:20:7a:e8;-72,00:38:df:20:7a:ec;-72,00:38:df:20:7b:a5;-73,00:38:df:20:7b:a6;-73,00:38:df:20:7b:a7;-69,00:38:df:20:7b:a2;-73,00:38:df:20:7b:a4;-69,00:38:df:20:7b:a3;-73,00:38:df:20:7a:e7;-74,00:38:df:20:7a:e6;-74,00:38:df:20:7a:e4;-74,00:38:df:20:7a:e2;-74,00:38:df:20:7a:e3;-74,00:38:df:20:7a:e5;-74,00:38:df:20:75:eb;-78,00:38:df:20:75:ec;-78,00:38:df:20:75:e8;-78,00:38:df:20:75:ed;-78,00:38:df:20:75:e9;-78,00:38:df:20:75:ea;-78
00:38:df:25:e0:c4;-69,00:38:df:25:e0:c7;-69,00:38:df:25:e0:cb;-69,00:38:df:25:e0:cc;-69,00:38:df:25:e0:cd;-69,00:38:df:25:e0:c8;-69,00:38:df:25:e0:c9;-69,00:38:df:25:e0:ca;-69,00:38:df:20:75:4c;-65,00:38:df:20:75:4d;-65,00:38:df:20:75:48;-51,00:38:df:20:75:4b;-64,00:38:df:20:75:4a;-64,00:38:df:20:75:49;-65,00:38:df:20:75:47;-65,00:38:df:20:75:44;-65,00:38:df:20:7b:a8;-75,00:38:df:20:7b:ad;-75,00:38:df:20:7b:ac;-75,00:38:df:20:7b:ab;-75,00:38:df:20:7b:aa;-75,00:38:df:20:7b:a9;-75,00:38:df:20:7a:e8;-78,00:38:df:20:7a:e9;-78,00:38:df:20:7a:ec;-79,00:38:df:20:7a:eb;-78,00:38:df:20:7a:ea;-78,00:38:df:20:7a:ed;-78,,,,,,,,,,,,,,,,,,,,,,
00:38:df:25:e0:c4;-65,00:38:df:25:e0:c7;-65,00:38:df:25:e0:cb;-65,00:38:df:25:e0:cc;-66,00:38:df:25:e0:cd;-66,00:38:df:25:e0:c8;-66,00:38:df:25:e0:c9;-66,00:38:df:25:e0:ca;-65,00:38:df:20:75:4c;-61,00:38:df:20:75:4d;-61,00:38:df:20:75:48;-55,00:38:df:20:75:4b;-61,00:38:df:20:75:4a;-61,00:38:df:20:75:49;-61,00:38:df:20:75:47;-53,00:38:df:20:75:44;-53,00:38:df:20:7b:a8;-75,00:38:df:20:7b:ad;-75,00:38:df:20:7b:ac;-75,00:38:df:20:7b:ab;-75,00:38:df:20:7b:aa;-75,00:38:df:20:7b:a9;-75,00:38:df:20:7a:e8;-78,00:38:df:20:7a:e9;-78,00:38:df:20:7a:ec;-79,00:38:df:20:7a:eb;-78,00:38:df:20:7a:ea;-78,00:38:df:20:7a:ed;-78,00:38:df:20:7a:e7;-74,00:38:df:20:7a:e4;-74,,,,,,,,,,,,,,,,,,,,
00:38:df:25:e0:c4;-65,00:38:df:25:e0:c7;-65,00:38:df:25:e0:cb;-65,00:38:df:25:e0:cc;-66,00:38:df:25:e0:cd;-66,00:38:df:25:e0:c8;-66,00:38:df:25:e0:c9;-66,00:38:df:25:e0:ca;-65,00:38:df:20:75:4c;-61,00:38:df:20:75:4d;-61,00:38:df:20:75:48;-50,00:38:df:20:75:4b;-61,00:38:df:20:75:4a;-61,00:38:df:20:75:49;-61,00:38:df:20:75:47;-53,00:38:df:20:75:44;-53,00:38:df:20:7b:a8;-75,00:38:df:20:7b:ad;-75,00:38:df:20:7b:ac;-75,00:38:df:20:7b:ab;-75,00:38:df:20:7b:aa;-75,00:38:df:20:7b:a9;-75,00:38:df:20:7a:e8;-78,00:38:df:20:7a:e9;-78,00:38:df:20:7a:ec;-79,00:38:df:20:7a:eb;-78,00:38:df:20:7a:ea;-78,00:38:df:20:7a:ed;-78,00:38:df:20:7a:e7;-74,00:38:df:20:7a:e4;-74,,,,,,,,,,,,,,,,,,,,
00:38:df:25:e0:c4;-62,00:38:df:25:e0:c7;-62,00:38:df:25:e0:cb;-64,00:38:df:25:e0:cc;-64,00:38:df:25:e0:cd;-64,00:38:df:25:e0:c8;-64,00:38:df:25:e0:c9;-64,00:38:df:25:e0:ca;-64,00:38:df:20:75:4c;-60,00:38:df:20:75:4d;-60,00:38:df:20:75:48;-55,00:38:df:20:75:4b;-59,00:38:df:20:75:4a;-59,00:38:df:20:75:49;-59,00:38:df:20:75:47;-45,00:38:df:20:75:44;-45,00:38:df:20:7b:a8;-71,00:38:df:20:7b:ad;-71,00:38:df:20:7b:ac;-71,00:38:df:20:7b:ab;-75,00:38:df:20:7b:aa;-75,00:38:df:20:7b:a9;-75,00:38:df:20:7a:e8;-78,00:38:df:20:7a:e9;-78,00:38:df:20:7a:ec;-79,00:38:df:20:7a:eb;-78,00:38:df:20:7a:ea;-78,00:38:df:20:7a:ed;-78,00:38:df:20:7a:e7;-74,00:38:df:20:7a:e4;-74,,,,,,,,,,,,,,,,,,,,
00:38:df:25:e0:c4;-63,00:38:df:25:e0:c7;-63,00:38:df:25:e0:cb;-69,00:38:df:25:e0:cc;-69,00:38:df:25:e0:cd;-69,00:38:df:25:e0:c8;-69,00:38:df:25:e0:c9;-69,00:38:df:25:e0:ca;-69,00:38:df:20:75:4c;-56,00:38:df:20:75:4d;-56,00:38:df:20:75:48;-61,00:38:df:20:75:4b;-56,00:38:df:20:75:4a;-56,00:38:df:20:75:49;-56,00:38:df:20:75:47;-55,00:38:df:20:75:44;-54,00:38:df:20:7b:a8;-68,00:38:df:20:7b:ad;-67,00:38:df:20:7b:ac;-67,00:38:df:20:7b:ab;-68,00:38:df:20:7b:aa;-68,00:38:df:20:7b:a9;-68,00:38:df:20:7a:e8;-78,00:38:df:20:7a:e9;-78,00:38:df:20:7a:ec;-79,00:38:df:20:7a:eb;-78,00:38:df:20:7a:ea;-78,00:38:df:20:7a:ed;-78,00:38:df:20:7a:e7;-78,00:38:df:20:7a:e4;-79,f8:1d:78:e5:db:bd;-93,,,,,,,,,,,,,,,,,,,
