00:38:df:25:e0:c7;-64,00:38:df:25:e0:c4;-64,00:38:df:25:e0:cc;-68,00:38:df:25:e0:c8;-68,00:38:df:25:e0:c9;-68,00:38:df:25:e0:ca;-68,00:38:df:25:e0:cd;-68,00:38:df:25:e0:cb;-68,00:38:df:20:75:48;-57,00:38:df:20:75:49;-63,00:38:df:20:75:4b;-63,00:38:df:20:75:4a;-63,00:38:df:20:75:4d;-63,00:38:df:20:75:4c;-63,00:38:df:20:75:44;-62,00:38:df:20:75:47;-62,00:38:df:25:e0:c2;-64,00:38:df:25:e0:c6;-64,00:38:df:20:7b:ac;-71,00:38:df:20:7b:ab;-71,00:38:df:20:7b:a8;-71,00:38:df:20:7b:aa;-71,00:38:df:25:e0:c5;-64,00:38:df:20:7b:a7;-77,00:38:df:20:7b:a4;-77,00:38:df:20:7b:a9;-71,00:38:df:25:e0:c3;-64,00:38:df:20:7b:ad;-71,,,,,,,,,,,,,
00:38:df:25:e0:c7;-68,00:38:df:25:e0:c4;-68,00:38:df:25:e0:cc;-70,00:38:df:25:e0:c8;-70,00:38:df:25:e0:c9;-70,00:38:df:25:e0:ca;-70,00:38:df:25:e0:cd;-70,00:38:df:25:e0:cb;-70,00:38:df:20:75:48;-56,00:38:df:20:75:49;-59,00:38:df:20:75:4b;-59,00:38:df:20:75:4a;-59,00:38:df:20:75:4d;-59,00:38:df:20:75:4c;-59,00:38:df:20:75:44;-65,00:38:df:20:75:47;-65,00:38:df:25:e0:c2;-64,00:38:df:25:e0:c6;-64,00:38:df:20:7b:ac;-71,00:38:df:20:7b:ab;-71,00:38:df:20:7b:a8;-71,00:38:df:20:7b:aa;-71,00:38:df:25:e0:c5;-64,00:38:df:20:7b:a7;-77,00:38:df:20:7b:a4;-77,00:38:df:20:7b:a9;-71,00:38:df:25:e0:c3;-64,00:38:df:20:7b:ad;-71,00:38:df:20:75:42;-66,00:38:df:20:75:46;-66,00:38:df:20:75:45;-66,00:38:df:20:75:43;-66,,,,,,,,,
00:38:df:25:e0:c7;-67,00:38:df:25:e0:c4;-67,00:38:df:25:e0:cc;-66,00:38:df:25:e0:c8;-66,00:38:df:25:e0:c9;-66,00:38:df:25:e0:ca;-66,00:38:df:25:e0:cd;-66,00:38:df:25:e0:cb;-66,00:38:df:20:75:48;-57,00:38:df:20:75:49;-57,00:38:df:20:75:4b;-57,00:38:df:20:75:4a;-57,00:38:df:20:75:4d;-57,00:38:df:20:75:4c;-57,00:38:df:20:75:44;-61,00:38:df:20:75:47;-61,00:38:df:25:e0:c2;-66,00:38:df:25:e0:c6;-66,00:38:df:20:7b:ac;-73,00:38:df:20:7b:ab;-71,00:38:df:20:7b:a8;-73,00:38:df:20:7b:aa;-71,00:38:df:25:e0:c5;-66,00:38:df:20:7b:a7;-76,00:38:df:20:7b:a4;-76,00:38:df:20:7b:a9;-71,00:38:df:25:e0:c3;-66,00:38:df:20:7b:ad;-71,00:38:df:20:75:42;-66,00:38:df:20:75:46;-66,00:38:df:20:75:45;-66,00:38:df:20:75:43;-66,,,,,,,,,
00:38:df:25:e0:c7;-67,00:38:df:25:e0:c4;-67,00:38:df:25:e0:cc;-66,00:38:df:25:e0:c8;-66,00:38:df:25:e0:c9;-66,00:38:df:25:e0:ca;-66,00:38:df:25:e0:cd;-66,00:38:df:25:e0:cb;-66,00:38:df:20:75:48;-56,00:38:df:20:75:49;-56,00:38:df:20:75:4b;-56,00:38:df:20:75:4a;-56,00:38:df:20:75:4d;-56,00:38:df:20:75:4c;-56,00:38:df:20:75:44;-58,00:38:df:20:75:47;-58,00:38:df:25:e0:c2;-67,00:38:df:25:e0:c6;-67,00:38:df:20:7b:ac;-75,00:38:df:20:7b:ab;-73,00:38:df:20:7b:a8;-75,00:38:df:20:7b:aa;-75,00:38:df:25:e0:c5;-67,00:38:df:20:7b:a7;-77,00:38:df:20:7b:a4;-76,00:38:df:20:7b:a9;-75,00:38:df:25:e0:c3;-67,00:38:df:20:7b:ad;-72,00:38:df:20:75:42;-58,00:38:df:20:75:46;-58,00:38:df:20:75:45;-58,00:38:df:20:75:43;-57,00:38:df:20:7b:a6;-76,00:38:df:20:7b:a5;-77,00:38:df:20:7b:a3;-76,00:38:df:20:7b:a2;-77,,,,,
00:38:df:25:e0:c7;-69,00:38:df:25:e0:c4;-69,00:38:df:25:e0:cc;-70,00:38:df:25:e0:c8;-70,00:38:df:25:e0:c9;-70,00:38:df:25:e0:ca;-70,00:38:df:25:e0:cd;-70,00:38:df:25:e0:cb;-70,00:38:df:20:75:48;-58,00:38:df:20:75:49;-60,00:38:df:20:75:4b;-60,00:38:df:20:75:4a;-60,00:38:df:20:75:4d;-59,00:38:df:20:75:4c;-60,00:38:df:20:75:44;-58,00:38:df:20:75:47;-58,00:38:df:25:e0:c2;-69,00:38:df:25:e0:c6;-69,00:38:df:20:7b:ac;-75,00:38:df:20:7b:ab;-75,00:38:df:20:7b:a8;-75,00:38:df:20:7b:aa;-75,00:38:df:25:e0:c5;-69,00:38:df:20:7b:a7;-78,00:38:df:20:7b:a4;-78,00:38:df:20:7b:a9;-75,00:38:df:25:e0:c3;-69,00:38:df:20:7b:ad;-75,00:38:df:20:75:42;-58,00:38:df:20:75:46;-58,00:38:df:20:75:45;-58,00:38:df:20:75:43;-57,00:38:df:20:7b:a6;-76,00:38:df:20:7b:a5;-77,00:38:df:20:7b:a3;-76,00:38:df:20:7b:a2;-77,,,,,
00:38:df:25:e0:cc;-70,00:38:df:25:e0:cd;-70,00:38:df:25:e0:cb;-70,00:38:df:25:e0:ca;-70,00:38:df:25:e0:c9;-70,00:38:df:25:e0:c8;-70,00:38:df:20:75:4b;-64,00:38:df:20:75:49;-64,00:38:df:20:75:48;-64,00:38:df:20:75:4d;-64,00:38:df:20:75:4c;-64,00:38:df:20:75:4a;-64,00:38:df:25:e0:c7;-72,00:38:df:25:e0:c4;-71,00:38:df:20:75:44;-67,00:38:df:20:75:47;-67,00:38:df:25:e0:c3;-71,00:38:df:20:7a:ec;-76,00:38:df:20:7a:e8;-76,00:38:df:20:7a:e9;-76,00:38:df:20:7a:ea;-76,00:38:df:20:7a:eb;-76,00:38:df:20:7a:ed;-76,00:38:df:20:7b:ad;-74,00:38:df:20:7b:ac;-74,00:38:df:20:7b:aa;-74,00:38:df:20:7b:a9;-75,00:38:df:20:7b:a8;-75,00:38:df:20:7b:ab;-75,00:38:df:20:75:45;-67,00:38:df:20:75:46;-68,00:38:df:20:7a:e4;-82,00:38:df:25:e0:c2;-71,00:38:df:25:e0:c5;-71,,,,,,,
00:38:df:25:e0:cc;-74,00:38:df:25:e0:cd;-74,00:38:df:25:e0:cb;-74,00:38:df:25:e0:ca;-74,00:38:df:25:e0:c9;-74,00:38:df:25:e0:c8;-68,00:38:df:20:75:4b;-61,00:38:df:20:75:49;-61,00:38:df:20:75:48;-61,00:38:df:20:75:4d;-61,00:38:df:20:75:4c;-61,00:38:df:20:75:4a;-61,00:38:df:25:e0:c7;-68,00:38:df:25:e0:c4;-68,00:38:df:20:75:44;-63,00:38:df:20:75:47;-64,00:38:df:25:e0:c3;-71,00:38:df:20:7a:ec;-76,00:38:df:20:7a:e8;-76,00:38:df:20:7a:e9;-76,00:38:df:20:7a:ea;-76,00:38:df:20:7a:eb;-76,00:38:df:20:7a:ed;-76,00:38:df:20:7b:ad;-74,00:38:df:20:7b:ac;-74,00:38:df:20:7b:aa;-74,00:38:df:20:7b:a9;-75,00:38:df:20:7b:a8;-75,00:38:df:20:7b:ab;-75,00:38:df:20:75:45;-67,00:38:df:20:75:46;-68,00:38:df:20:7a:e4;-82,00:38:df:25:e0:c2;-71,00:38:df:25:e0:c5;-71,,,,,,,
00:38:df:25:e0:cc;-69,00:38:df:25:e0:cd;-69,00:38:df:25:e0:cb;-69,00:38:df:25:e0:ca;-69,00:38:df:25:e0:c9;-69,00:38:df:25:e0:c8;-68,00:38:df:20:75:4b;-61,00:38:df:20:75:49;-61,00:38:df:20:75:48;-61,00:38:df:20:75:4d;-61,00:38:df:20:75:4c;-61,00:38:df:20:75:4a;-61,00:38:df:25:e0:c7;-68,00:38:df:25:e0:c4;-68,00:38:df:20:75:44;-66,00:38:df:20:75:47;-65,00:38:df:25:e0:c3;-67,00:38:df:20:7a:ec;-76,00:38:df:20:7a:e8;-76,00:38:df:20:7a:e9;-76,00:38:df:20:7a:ea;-76,00:38:df:20:7a:eb;-76,00:38:df:20:7a:ed;-76,00:38:df:20:7b:ad;-75,00:38:df:20:7b:ac;-74,00:38:df:20:7b:aa;-74,00:38:df:20:7b:a9;-75,00:38:df:20:7b:a8;-75,00:38:df:20:7b:ab;-75,00:38:df:20:7a:e4;-80,00:38:df:25:e0:c2;-71,00:38:df:25:e0:c5;-67,00:38:df:20:75:43;-66,00:38:df:20:75:42;-68,00:38:df:20:7a:e7;-80,,,,,,
00:38:df:25:e0:cc;-65,00:38:df:25:e0:cd;-65,00:38:df:25:e0:cb;-65,00:38:df:25:e0:ca;-65,00:38:df:25:e0:c9;-65,00:38:df:25:e0:c8;-69,00:38:df:20:75:4b;-64,00:38:df:20:75:49;-64,00:38:df:20:75:48;-64,00:38:df:20:75:4d;-64,00:38:df:20:75:4c;-64,00:38:df:20:75:4a;-64,00:38:df:25:e0:c7;-70,00:38:df:25:e0:c4;-70,00:38:df:20:75:44;-63,00:38:df:20:75:47;-62,00:38:df:25:e0:c3;-69,00:38:df:20:7b:ad;-75,00:38:df:20:7a:e4;-77,00:38:df:25:e0:c2;-70,00:38:df:25:e0:c5;-69,00:38:df:20:75:43;-66,00:38:df:20:75:42;-64,00:38:df:20:7a:e7;-77,00:38:df:25:e0:c6;-70,00:38:df:20:75:e8;-77,00:38:df:20:75:e9;-78,00:38:df:20:75:ed;-77,00:38:df:20:75:ec;-77,00:38:df:20:75:eb;-77,00:38:df:20:75:ea;-78,00:38:df:20:7a:e3;-76,00:38:df:20:7a:e5;-76,00:38:df:20:7a:e6;-77,00:38:df:20:7a:e2;-77,00:38:df:20:75:e7;-83,00:38:df:20:7b:ac;-77,00:38:df:20:7b:a9;-79,,,
00:38:df:25:e0:cc;-65,00:38:df:25:e0:cd;-65,00:38:df:25:e0:cb;-65,00:38:df:25:e0:ca;-65,00:38:df:25:e0:c9;-65,00:38:df:25:e0:c8;-70,00:38:df:20:75:4b;-68,00:38:df:20:75:49;-68,00:38:df:20:75:48;-68,00:38:df:20:75:4d;-68,00:38:df:20:75:4c;-68,00:38:df:20:75:4a;-68,00:38:df:25:e0:c7;-66,00:38:df:25:e0:c4;-66,00:38:df:20:75:44;-64,00:38:df:20:75:47;-64,00:38:df:25:e0:c3;-69,00:38:df:20:7b:ad;-71,00:38:df:20:7a:e4;-77,00:38:df:25:e0:c2;-70,00:38:df:25:e0:c5;-69,00:38:df:20:75:43;-66,00:38:df:20:75:42;-64,00:38:df:20:7a:e7;-79,00:38:df:25:e0:c6;-70,00:38:df:20:75:e8;-77,00:38:df:20:75:e9;-78,00:38:df:20:75:ed;-77,00:38:df:20:75:ec;-77,00:38:df:20:75:eb;-77,00:38:df:20:75:ea;-78,00:38:df:20:7a:e3;-76,00:38:df:20:7a:e5;-76,00:38:df:20:7a:e6;-77,00:38:df:20:7a:e2;-77,00:38:df:20:75:e7;-83,00:38:df:20:7b:ac;-72,00:38:df:20:7b:a9;-72,00:38:df:20:7b:ab;-71,00:38:df:20:7b:a8;-71,00:38:df:20:7b:aa;-71
