00:38:df:20:7b:ac;-68,00:38:df:20:7b:ab;-68,00:38:df:20:7b:a8;-69,00:38:df:20:7b:aa;-68,00:38:df:20:7b:a9;-68,00:38:df:20:7b:ad;-68,00:38:df:20:7a:ed;-56,00:38:df:20:7a:eb;-56,00:38:df:20:7a:ea;-56,00:38:df:20:7a:e9;-56,00:38:df:20:7a:e8;-56,00:38:df:20:7a:ec;-56,00:38:df:20:7b:a7;-72,00:38:df:20:7b:a4;-72,00:38:df:20:75:e8;-70,00:38:df:20:75:ea;-70,00:38:df:20:75:e9;-70,00:38:df:20:75:ed;-70,00:38:df:20:75:ec;-70,00:38:df:20:75:eb;-70,00:38:df:20:7a:e7;-65,00:38:df:20:7a:e4;-65,00:38:df:20:75:e4;-83,00:38:df:20:75:e7;-83,00:38:df:20:7b:a5;-73,00:38:df:20:7b:a2;-73,00:38:df:20:7b:a6;-73,00:38:df:20:7b:a3;-73,00:38:df:20:7a:e5;-74,00:38:df:20:7a:e2;-74,00:38:df:20:7a:e6;-75,00:38:df:20:7a:e3;-75,,,,,,,,,,,,,,,,,,,,,
00:38:df:20:7b:ac;-68,00:38:df:20:7b:ab;-68,00:38:df:20:7b:a8;-69,00:38:df:20:7b:aa;-68,00:38:df:20:7b:a9;-68,00:38:df:20:7b:ad;-68,00:38:df:20:7a:ed;-56,00:38:df:20:7a:eb;-56,00:38:df:20:7a:ea;-56,00:38:df:20:7a:e9;-56,00:38:df:20:7a:e8;-56,00:38:df:20:7a:ec;-56,00:38:df:20:7b:a7;-72,00:38:df:20:7b:a4;-72,00:38:df:20:75:e8;-70,00:38:df:20:75:ea;-70,00:38:df:20:75:e9;-70,00:38:df:20:75:ed;-70,00:38:df:20:75:ec;-70,00:38:df:20:75:eb;-70,00:38:df:20:7a:e7;-65,00:38:df:20:7a:e4;-65,00:38:df:20:75:e4;-83,00:38:df:20:75:e7;-83,00:38:df:20:7b:a5;-73,00:38:df:20:7b:a2;-73,00:38:df:20:7b:a6;-73,00:38:df:20:7b:a3;-73,00:38:df:20:7a:e5;-74,00:38:df:20:7a:e2;-74,00:38:df:20:7a:e6;-75,00:38:df:20:7a:e3;-75,,,,,,,,,,,,,,,,,,,,,
00:38:df:20:7b:ac;-71,00:38:df:20:7b:ab;-72,00:38:df:20:7b:a8;-71,00:38:df:20:7b:aa;-72,00:38:df:20:7b:a9;-71,00:38:df:20:7b:ad;-71,00:38:df:20:7a:ed;-61,00:38:df:20:7a:eb;-61,00:38:df:20:7a:ea;-61,00:38:df:20:7a:e9;-61,00:38:df:20:7a:e8;-61,00:38:df:20:7a:ec;-61,00:38:df:20:7b:a7;-77,00:38:df:20:7b:a4;-77,00:38:df:20:75:e8;-66,00:38:df:20:75:ea;-66,00:38:df:20:75:e9;-66,00:38:df:20:75:ed;-66,00:38:df:20:75:ec;-66,00:38:df:20:75:eb;-66,00:38:df:20:7a:e7;-63,00:38:df:20:7a:e4;-63,00:38:df:20:75:e4;-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:38:df:20:7b:ac;-71,00:38:df:20:7b:ab;-72,00:38:df:20:7b:a8;-71,00:38:df:20:7b:aa;-72,00:38:df:20:7b:a9;-71,00:38:df:20:7b:ad;-71,00:38:df:20:7a:ed;-61,00:38:df:20:7a:eb;-61,00:38:df:20:7a:ea;-61,00:38:df:20:7a:e9;-61,00:38:df:20:7a:e8;-61,00:38:df:20:7a:ec;-61,00:38:df:20:7b:a7;-77,00:38:df:20:7b:a4;-77,00:38:df:20:75:e8;-66,00:38:df:20:75:ea;-66,00:38:df:20:75:e9;-66,00:38:df:20:75:ed;-66,00:38:df:20:75:ec;-66,00:38:df:20:75:eb;-66,00:38:df:20:7a:e7;-63,00:38:df:20:7a:e4;-63,00:38:df:20:75:e4;-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:38:df:20:7b:ac;-68,00:38:df:20:7b:ab;-68,00:38:df:20:7b:a8;-70,00:38:df:20:7b:aa;-68,00:38:df:20:7b:a9;-68,00:38:df:20:7b:ad;-68,00:38:df:20:7a:ed;-59,00:38:df:20:7a:eb;-60,00:38:df:20:7a:ea;-60,00:38:df:20:7a:e9;-60,00:38:df:20:7a:e8;-60,00:38:df:20:7a:ec;-60,00:38:df:20:7b:a7;-77,00:38:df:20:7b:a4;-77,00:38:df:20:75:e8;-64,00:38:df:20:75:ea;-64,00:38:df:20:75:e9;-64,00:38:df:20:75:ed;-64,00:38:df:20:75:ec;-64,00:38:df:20:75:eb;-64,00:38:df:20:7a:e7;-63,00:38:df:20:7a:e4;-63,00:38:df:20:75:e4;-80,00:38:df:20:75:e7;-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:38:df:25:e0:c4;-64,00:38:df:25:e0:c7;-62,00:38:df:25:e0:cb;-67,00:38:df:25:e0:cc;-67,00:38:df:25:e0:cd;-67,00:38:df:25:e0:c8;-67,00:38:df:25:e0:c9;-67,00:38:df:25:e0:ca;-67,00:38:df:20:7b:a8;-62,00:38:df:20:7b:ad;-62,00:38:df:20:7b:ac;-62,00:38:df:20:7b:ab;-62,00:38:df:20:7b:aa;-62,00:38:df:20:7b:a9;-62,00:38:df:20:7b:a4;-59,00:38:df:20:7b:a7;-58,00:38:df:20:7a:ec;-69,00:38:df:20:7a:ed;-69,00:38:df:20:7a:ea;-69,00:38:df:20:7a:eb;-69,00:38:df:20:7a:e8;-69,00:38:df:20:7a:e9;-69,00:38:df:20:7b:a6;-52,00:38:df:20:7b:a2;-52,00:38:df:20:7b:a3;-52,00:38:df:20:7b:a5;-51,00:38:df:20:7a:e2;-77,00:38:df:20:7a:e4;-79,00:38:df:20:7a:e6;-76,00:38:df:20:7a:e7;-78,00:38:df:20:75:ec;-72,00:38:df:20:75:ed;-72,00:38:df:20:75:e8;-72,00:38:df:20:75:e9;-72,00:38:df:20:75:ea;-72,00:38:df:20:75:eb;-72,00:38:df:25:e0:c2;-63,00:38:df:25:e0:c6;-72,00:38:df:25:e0:c5;-64,00:38:df:25:e0:c3;-72,00:38:df:20:75:49;-73,00:38:df:20:75:4d;-73,00:38:df:20:75:4c;-73,00:38:df:20:75:4b;-73,00:38:df:20:75:4a;-73,00:38:df:20:75:48;-73,,,,,,,
00:38:df:25:e0:c4;-65,00:38:df:25:e0:c7;-65,00:38:df:25:e0:cb;-74,00:38:df:25:e0:cc;-74,00:38:df:25:e0:cd;-74,00:38:df:25:e0:c8;-74,00:38:df:25:e0:c9;-74,00:38:df:25:e0:ca;-74,00:38:df:20:7b:a8;-59,00:38:df:20:7b:ad;-58,00:38:df:20:7b:ac;-59,00:38:df:20:7b:ab;-58,00:38:df:20:7b:aa;-58,00:38:df:20:7b:a9;-58,00:38:df:20:7b:a4;-65,00:38:df:20:7b:a7;-65,00:38:df:20:7a:ec;-75,00:38:df:20:7a:ed;-74,00:38:df:20:7a:ea;-75,00:38:df:20:7a:eb;-75,00:38:df:20:7a:e8;-75,00:38:df:20:7a:e9;-75,00:38:df:20:7b:a6;-52,00:38:df:20:7b:a2;-52,00:38:df:20:7b:a3;-52,00:38:df:20:7b:a5;-51,00:38:df:20:7a:e2;-77,00:38:df:20:7a:e4;-77,00:38:df:20:7a:e6;-76,00:38:df:20:7a:e7;-76,00:38:df:20:75:ec;-76,00:38:df:20:75:ed;-76,00:38:df:20:75:e8;-76,00:38:df:20:75:e9;-76,00:38:df:20:75:ea;-76,00:38:df:20:75:eb;-76,00:38:df:25:e0:c2;-63,00:38:df:25:e0:c5;-64,00:38:df:20:75:49;-70,00:38:df:20:75:4d;-70,00:38:df:20:75:4c;-70,00:38:df:20:75:4b;-70,00:38:df:20:75:4a;-70,00:38:df:20:75:48;-70,00:38:df:20:7a:e3;-76,,,,,,,,
00:38:df:25:e0:c4;-65,00:38:df:25:e0:c7;-72,00:38:df:25:e0:cb;-74,00:38:df:25:e0:cc;-74,00:38:df:25:e0:cd;-74,00:38:df:25:e0:c8;-74,00:38:df:25:e0:c9;-74,00:38:df:25:e0:ca;-74,00:38:df:20:7b:a8;-59,00:38:df:20:7b:ad;-58,00:38:df:20:7b:ac;-59,00:38:df:20:7b:ab;-58,00:38:df:20:7b:aa;-58,00:38:df:20:7b:a9;-58,00:38:df:20:7b:a4;-65,00:38:df:20:7b:a7;-65,00:38:df:20:7a:ec;-75,00:38:df:20:7a:ed;-74,00:38:df:20:7a:ea;-75,00:38:df:20:7a:eb;-75,00:38:df:20:7a:e8;-75,00:38:df:20:7a:e9;-75,00:38:df:20:7b:a6;-52,00:38:df:20:7b:a2;-52,00:38:df:20:7b:a3;-52,00:38:df:20:7b:a5;-51,00:38:df:20:7a:e2;-77,00:38:df:20:7a:e4;-77,00:38:df:20:7a:e6;-76,00:38:df:20:7a:e7;-76,00:38:df:20:75:ec;-76,00:38:df:20:75:ed;-76,00:38:df:20:75:e8;-76,00:38:df:20:75:e9;-76,00:38:df:20:75:ea;-76,00:38:df:20:75:eb;-76,00:38:df:25:e0:c2;-63,00:38:df:25:e0:c5;-64,00:38:df:20:75:49;-70,00:38:df:20:75:4d;-70,00:38:df:20:75:4c;-70,00:38:df:20:75:4b;-70,00:38:df:20:75:4a;-70,00:38:df:20:75:48;-70,00:38:df:20:7a:e3;-76,,,,,,,,
00:38:df:25:e0:c4;-65,00:38:df:25:e0:c7;-76,00:38:df:25:e0:cb;-74,00:38:df:25:e0:cc;-74,00:38:df:25:e0:cd;-74,00:38:df:25:e0:c8;-74,00:38:df:25:e0:c9;-74,00:38:df:25:e0:ca;-74,00:38:df:20:7b:a8;-60,00:38:df:20:7b:ad;-59,00:38:df:20:7b:ac;-59,00:38:df:20:7b:ab;-59,00:38:df:20:7b:aa;-59,00:38:df:20:7b:a9;-59,00:38:df:20:7b:a4;-65,00:38:df:20:7b:a7;-65,00:38:df:20:7a:ec;-77,00:38:df:20:7a:ed;-77,00:38:df:20:7a:ea;-77,00:38:df:20:7a:eb;-76,00:38:df:20:7a:e8;-76,00:38:df:20:7a:e9;-76,00:38:df:20:7a:e2;-77,00:38:df:20:7a:e4;-77,00:38:df:20:7a:e6;-76,00:38:df:20:7a:e7;-76,00:38:df:20:75:ec;-76,00:38:df:20:75:ed;-76,00:38:df:20:75:e8;-76,00:38:df:20:75:e9;-76,00:38:df:20:75:ea;-76,00:38:df:20:75:eb;-76,00:38:df:25:e0:c2;-63,00:38:df:25:e0:c5;-64,00:38:df:20:75:49;-70,00:38:df:20:75:4d;-70,00:38:df:20:75:4c;-70,00:38:df:20:75:4b;-70,00:38:df:20:75:4a;-70,00:38:df:20:75:48;-70,00:38:df:20:7a:e3;-76,,,,,,,,,,,,
00:38:df:25:e0:c4;-77,00:38:df:25:e0:c7;-79,00:38:df:25:e0:cb;-74,00:38:df:25:e0:cc;-74,00:38:df:25:e0:cd;-74,00:38:df:25:e0:c8;-74,00:38:df:25:e0:c9;-74,00:38:df:25:e0:ca;-74,00:38:df:20:7b:a8;-60,00:38:df:20:7b:ad;-59,00:38:df:20:7b:ac;-59,00:38:df:20:7b:ab;-59,00:38:df:20:7b:aa;-59,00:38:df:20:7b:a9;-59,00:38:df:20:7b:a4;-64,00:38:df:20:7b:a7;-63,00:38:df:20:7a:ec;-77,00:38:df:20:7a:ed;-77,00:38:df:20:7a:ea;-77,00:38:df:20:7a:eb;-76,00:38:df:20:7a:e8;-76,00:38:df:20:7a:e9;-76,00:38:df:20:7a:e2;-77,00:38:df:20:7a:e4;-77,00:38:df:20:7a:e6;-76,00:38:df:20:7a:e7;-77,00:38:df:20:75:ec;-76,00:38:df:20:75:ed;-76,00:38:df:20:75:e8;-76,00:38:df:20:75:e9;-76,00:38:df:20:75:ea;-76,00:38:df:20:75:eb;-76,00:38:df:20:75:49;-70,00:38:df:20:75:4d;-70,00:38:df:20:75:4c;-70,00:38:df:20:75:4b;-70,00:38:df:20:75:4a;-70,00:38:df:20:75:48;-70,00:38:df:20:7a:e3;-76,,,,,,,,,,,,,,
